spend_id,campaign_id,spend_date,amount_usd,impressions,cpm,platform
SP-00487,CAMP-001,2025-08-12,983.07,90689,10.84,TikTok
SP-01043,CAMP-029,2025-07-07,978.81,112766,8.68,Meta
SP-00549,CAMP-003,2025-07-25,1021.58,90325,11.31,Meta
SP-00797,CAMP-015,2025-08-04,1432.74,89156,16.07,YouTube
SP-00917,CAMP-023,2025-07-26,740.76,76288,9.71,LinkedIn
SP-00032,CAMP-007,2025-08-19,761.43,80234,9.49,Google Ads
SP-00070,CAMP-007,2025-09-03,1401.69,98710,14.2,Google Ads
SP-00028,CAMP-007,2025-08-28,1031.79,72355,14.26,Google Ads
SP-01099,CAMP-032,2025-08-05,409.84,32475,12.62,TikTok
SP-01154,CAMP-036,2025-08-16,1125.77,98925,11.38,LinkedIn
SP-01165,CAMP-036,2025-09-17,883.87,75479,11.71,LinkedIn
SP-00276,CAMP-007,2025-07-03,508.15,61519,8.26,Google Ads
SP-00799,CAMP-015,2025-08-13,566.82,45637,12.42,TikTok
SP-01195,CAMP-040,2025-08-17,1160.72,101108,11.48,Meta
SP-00017,CAMP-007,2025-08-11,1286.04,141947,9.06,Google Ads
SP-00342,CAMP-007,2025-07-09,1227.56,195783,6.27,Google Ads
SP-00221,CAMP-007,2025-09-09,1054.38,84148,12.53,Google Ads
SP-01058,CAMP-030,2025-08-17,1034.18,85681,12.07,Google Ads
SP-00493,CAMP-002,2025-08-25,646.31,41563,15.55,Meta
SP-00149,CAMP-007,2025-07-07,1372.61,119461,11.49,Google Ads
SP-00460,CAMP-001,2025-09-05,1096.52,100690,10.89,LinkedIn
SP-01143,CAMP-035,2025-08-30,1082.99,179302,6.04,Google Ads
SP-00264,CAMP-007,2025-08-27,876.87,95519,9.18,Google Ads
SP-00916,CAMP-023,2025-09-04,346.23,32267,10.73,TikTok
SP-00976,CAMP-025,2025-07-24,23.99,2317,10.35,Meta
SP-00083,CAMP-007,2025-09-29,726.14,78586,9.24,Google Ads
SP-00604,CAMP-006,2025-07-17,377.53,37715,10.01,Google Ads
SP-01163,CAMP-036,2025-07-11,880.13,115200,7.64,Meta
SP-00118,CAMP-007,2025-08-26,993.15,87967,11.29,Google Ads
SP-00753,CAMP-013,2025-08-14,558.33,43551,12.82,Google Ads
SP-01177,CAMP-038,2025-08-15,827.29,68654,12.05,Google Ads
SP-00581,CAMP-005,2025-07-21,966.54,102605,9.42,YouTube
SP-00997,CAMP-027,2025-07-30,819.6,81068,10.11,Google Ads
SP-00638,CAMP-006,2025-07-30,1218.3,162007,7.52,Google Ads
SP-00407,CAMP-007,2025-07-01,952.17,132614,7.18,Google Ads
SP-00456,CAMP-001,2025-07-19,1033.27,91764,11.26,Meta
SP-00782,CAMP-014,2025-08-24,1246.52,80576,15.47,Meta
SP-00027,CAMP-007,2025-08-23,901.78,66798,13.5,Google Ads
SP-00069,CAMP-007,2025-08-27,1266.18,87503,14.47,Google Ads
SP-00395,CAMP-007,2025-08-02,736.02,50103,14.69,Google Ads
SP-01018,CAMP-028,2025-08-31,1339.36,108362,12.36,Meta
SP-00001,CAMP-007,2025-09-11,1402.57,103663,13.53,Google Ads
SP-00201,CAMP-007,2025-07-19,994.73,68887,14.44,Google Ads
SP-01111,CAMP-034,2025-08-14,1308.95,103392,12.66,Google Ads
SP-00521,CAMP-002,2025-08-14,1046.71,104253,10.04,Meta
SP-00870,CAMP-019,2025-09-08,338.41,29299,11.55,TikTok
SP-00243,CAMP-007,2025-07-21,867.77,98164,8.84,Google Ads
SP-00062,CAMP-007,2025-09-26,885.23,85446,10.36,Google Ads
SP-00480,CAMP-001,2025-07-23,1610.11,153197,10.51,LinkedIn
SP-00351,CAMP-007,2025-09-15,998.85,98022,10.19,Google Ads
SP-00961,CAMP-024,2025-08-13,1250.88,193037,6.48,Google Ads
SP-01078,CAMP-031,2025-08-29,1320.49,137551,9.6,TikTok
SP-00373,CAMP-007,2025-09-29,627.69,49816,12.6,Google Ads
SP-00428,CAMP-007,2025-09-20,1290.03,83443,15.46,Google Ads
SP-01086,CAMP-032,2025-08-29,1135.0,117010,9.7,TikTok
SP-00195,CAMP-007,2025-07-18,632.21,56548,11.18,Google Ads
SP-00009,CAMP-007,2025-07-04,1274.26,133290,9.56,Google Ads
SP-01064,CAMP-031,2025-07-28,762.16,92159,8.27,TikTok
SP-00558,CAMP-005,2025-09-07,534.03,36652,14.57,YouTube
SP-01178,CAMP-038,2025-07-24,945.58,94087,10.05,Meta
SP-00233,CAMP-007,2025-08-05,746.84,75744,9.86,Google Ads
SP-00387,CAMP-007,2025-07-23,786.02,88020,8.93,Google Ads
SP-00170,CAMP-007,2025-08-15,1620.91,173359,9.35,Google Ads
SP-00781,CAMP-014,2025-08-22,979.76,123395,7.94,Meta
SP-00646,CAMP-008,2025-09-15,1192.37,106082,11.24,Meta
SP-00051,CAMP-007,2025-07-26,734.09,116893,6.28,Google Ads
SP-01167,CAMP-037,2025-08-23,986.53,132776,7.43,TikTok
SP-00356,CAMP-007,2025-09-27,1104.55,88647,12.46,Google Ads
SP-00140,CAMP-007,2025-08-09,1122.81,101336,11.08,Google Ads
SP-00173,CAMP-007,2025-08-27,916.49,65463,14.0,Google Ads
SP-01047,CAMP-030,2025-08-30,834.69,63619,13.12,Google Ads
SP-00949,CAMP-024,2025-07-12,1156.69,165714,6.98,Google Ads
SP-00374,CAMP-007,2025-08-08,1108.12,89508,12.38,Google Ads
SP-01107,CAMP-034,2025-09-12,898.36,55833,16.09,Meta
SP-00244,CAMP-007,2025-07-19,1386.24,166815,8.31,Google Ads
SP-00345,CAMP-007,2025-08-07,815.45,80737,10.1,Google Ads
SP-00758,CAMP-013,2025-09-28,879.61,89664,9.81,Google Ads
SP-00226,CAMP-007,2025-08-08,952.55,87792,10.85,Google Ads
SP-01027,CAMP-029,2025-08-17,1131.57,86710,13.05,Google Ads
SP-00134,CAMP-007,2025-08-17,832.29,72499,11.48,Google Ads
SP-01065,CAMP-031,2025-08-25,1132.23,93341,12.13,YouTube
SP-00072,CAMP-007,2025-08-08,1194.75,97055,12.31,Google Ads
SP-00370,CAMP-007,2025-08-11,1470.48,126874,11.59,Google Ads
SP-01156,CAMP-036,2025-09-13,780.95,78566,9.94,Meta
SP-00881,CAMP-020,2025-08-25,1430.22,173570,8.24,Meta
SP-00120,CAMP-007,2025-09-14,853.98,70170,12.17,Google Ads
SP-01093,CAMP-032,2025-08-22,1150.41,74945,15.35,Meta
SP-00391,CAMP-007,2025-08-03,1302.42,111604,11.67,Google Ads
SP-00867,CAMP-019,2025-09-28,736.04,44313,16.61,LinkedIn
SP-00122,CAMP-007,2025-08-06,923.75,89510,10.32,Google Ads
SP-00325,CAMP-007,2025-08-10,1438.23,110209,13.05,Google Ads
SP-01080,CAMP-032,2025-08-04,794.5,61925,12.83,TikTok
SP-00886,CAMP-020,2025-07-25,702.01,58306,12.04,Meta
SP-00092,CAMP-007,2025-07-07,842.92,129879,6.49,Google Ads
SP-00175,CAMP-007,2025-07-07,1434.14,183864,7.8,Google Ads
SP-00892,CAMP-021,2025-09-10,913.14,83391,10.95,YouTube
SP-00756,CAMP-013,2025-08-16,955.25,82207,11.62,Google Ads
SP-00884,CAMP-020,2025-08-28,696.36,73610,9.46,Meta
SP-00585,CAMP-005,2025-08-18,873.11,70129,12.45,TikTok
SP-00074,CAMP-007,2025-08-27,995.85,83265,11.96,Google Ads
SP-00326,CAMP-007,2025-09-11,725.54,58795,12.34,Google Ads
SP-00327,CAMP-007,2025-09-07,1240.1,137942,8.99,Google Ads
SP-00091,CAMP-007,2025-09-13,937.53,110038,8.52,Google Ads
SP-00124,CAMP-007,2025-09-26,420.89,49633,8.48,Google Ads
SP-00953,CAMP-024,2025-07-04,584.61,60269,9.7,Google Ads
SP-01055,CAMP-030,2025-09-25,1125.16,73975,15.21,Google Ads
SP-00569,CAMP-005,2025-08-09,845.86,94404,8.96,TikTok
SP-00708,CAMP-011,2025-08-23,902.99,62447,14.46,TikTok
SP-00939,CAMP-023,2025-08-10,603.57,44380,13.6,TikTok
SP-00576,CAMP-005,2025-08-29,950.95,73375,12.96,TikTok
SP-00694,CAMP-010,2025-09-04,1095.69,103955,10.54,Google Ads
SP-00514,CAMP-002,2025-08-31,862.7,86097,10.02,LinkedIn
SP-00947,CAMP-024,2025-09-30,695.22,51689,13.45,Google Ads
SP-01003,CAMP-028,2025-08-25,720.01,55599,12.95,Meta
SP-00285,CAMP-007,2025-07-25,622.43,70251,8.86,Google Ads
SP-01127,CAMP-035,2025-09-14,727.53,67803,10.73,Google Ads
SP-00349,CAMP-007,2025-09-11,656.62,43803,14.99,Google Ads
SP-00578,CAMP-005,2025-08-14,992.54,75420,13.16,YouTube
SP-00399,CAMP-007,2025-09-19,1555.84,109489,14.21,Google Ads
SP-00099,CAMP-007,2025-09-21,418.87,32171,13.02,Google Ads
SP-00974,CAMP-025,2025-07-05,836.74,56422,14.83,Meta
SP-00806,CAMP-015,2025-08-27,954.62,83300,11.46,TikTok
SP-00761,CAMP-013,2025-07-31,1077.05,111611,9.65,Google Ads
SP-01097,CAMP-032,2025-08-24,759.92,72650,10.46,LinkedIn
SP-01092,CAMP-032,2025-08-29,1167.53,100217,11.65,Meta
SP-00467,CAMP-001,2025-07-22,1208.4,131347,9.2,TikTok
SP-00232,CAMP-007,2025-08-03,1335.16,117325,11.38,Google Ads
SP-01010,CAMP-028,2025-08-31,489.79,37560,13.04,LinkedIn
SP-00928,CAMP-023,2025-07-24,1187.62,153836,7.72,Meta
SP-00109,CAMP-007,2025-08-17,1166.37,80885,14.42,Google Ads
SP-01193,CAMP-040,2025-09-11,1382.87,128758,10.74,TikTok
SP-01094,CAMP-032,2025-08-22,1246.73,85862,14.52,LinkedIn
SP-01157,CAMP-036,2025-07-29,558.76,60603,9.22,LinkedIn
SP-00044,CAMP-007,2025-08-09,813.08,85858,9.47,Google Ads
SP-00041,CAMP-007,2025-09-06,601.59,52130,11.54,Google Ads
SP-00235,CAMP-007,2025-07-26,668.89,49437,13.53,Google Ads
SP-00378,CAMP-007,2025-08-12,514.66,38179,13.48,Google Ads
SP-00810,CAMP-016,2025-09-27,1063.15,79103,13.44,Google Ads
SP-00265,CAMP-007,2025-09-06,1492.33,127331,11.72,Google Ads
SP-00437,CAMP-007,2025-07-15,534.15,47522,11.24,Google Ads
SP-01118,CAMP-034,2025-09-13,1107.29,102812,10.77,Meta
SP-00022,CAMP-007,2025-07-27,941.06,97620,9.64,Google Ads
SP-00811,CAMP-016,2025-09-16,488.81,55673,8.78,Google Ads
SP-01076,CAMP-031,2025-07-07,879.77,92219,9.54,YouTube
SP-00794,CAMP-014,2025-08-07,1244.58,142237,8.75,Meta
SP-00591,CAMP-005,2025-09-24,1031.69,77687,13.28,YouTube
SP-01130,CAMP-035,2025-08-12,825.07,62505,13.2,Google Ads
SP-00731,CAMP-012,2025-08-12,1593.95,120937,13.18,TikTok
SP-00636,CAMP-006,2025-08-07,744.52,48220,15.44,Google Ads
SP-00254,CAMP-007,2025-07-24,1042.63,112595,9.26,Google Ads
SP-00277,CAMP-007,2025-09-20,853.57,88728,9.62,Google Ads
SP-00024,CAMP-007,2025-09-15,579.95,55180,10.51,Google Ads
SP-00047,CAMP-007,2025-08-03,1249.0,87403,14.29,Google Ads
SP-00478,CAMP-001,2025-08-29,1444.29,110251,13.1,Meta
SP-00830,CAMP-018,2025-08-14,962.43,71556,13.45,Google Ads
SP-00913,CAMP-023,2025-08-22,768.62,63838,12.04,Meta
SP-00089,CAMP-007,2025-09-16,1146.3,90688,12.64,Google Ads
SP-00093,CAMP-007,2025-09-15,1153.26,65451,17.62,Google Ads
SP-00722,CAMP-012,2025-08-31,1128.29,101739,11.09,TikTok
SP-00039,CAMP-007,2025-09-05,912.08,68992,13.22,Google Ads
SP-00741,CAMP-013,2025-08-31,890.69,64683,13.77,Google Ads
SP-01174,CAMP-037,2025-08-20,898.46,86390,10.4,TikTok
SP-01004,CAMP-028,2025-08-18,1400.33,133491,10.49,Meta
SP-01137,CAMP-035,2025-09-06,1018.79,90559,11.25,Google Ads
SP-00909,CAMP-021,2025-09-26,1369.8,145723,9.4,YouTube
SP-00389,CAMP-007,2025-09-25,621.66,52817,11.77,Google Ads
SP-00364,CAMP-007,2025-08-21,559.4,58575,9.55,Google Ads
SP-00049,CAMP-007,2025-07-16,985.51,123188,8.0,Google Ads
SP-01053,CAMP-030,2025-08-25,954.36,76105,12.54,Google Ads
SP-00777,CAMP-014,2025-08-08,901.44,112259,8.03,Meta
SP-00875,CAMP-020,2025-07-26,943.35,89672,10.52,Google Ads
SP-00516,CAMP-002,2025-08-23,460.92,37503,12.29,TikTok
SP-01002,CAMP-028,2025-08-28,501.65,41017,12.23,TikTok
SP-01000,CAMP-028,2025-08-24,1405.58,179283,7.84,Meta
SP-00401,CAMP-007,2025-07-05,1392.3,146250,9.52,Google Ads
SP-00102,CAMP-007,2025-08-18,1204.52,141541,8.51,Google Ads
SP-00855,CAMP-019,2025-09-29,692.42,60473,11.45,Meta
SP-00903,CAMP-021,2025-09-30,1116.51,88401,12.63,YouTube
SP-01132,CAMP-035,2025-09-24,1307.67,101056,12.94,Google Ads
SP-00527,CAMP-003,2025-09-19,898.81,67834,13.25,Meta
SP-00803,CAMP-015,2025-08-18,959.28,86577,11.08,TikTok
SP-00295,CAMP-007,2025-08-14,1497.39,125725,11.91,Google Ads
SP-00681,CAMP-009,2025-09-16,578.22,55812,10.36,Meta
SP-01183,CAMP-038,2025-07-26,820.57,89289,9.19,Meta
SP-00595,CAMP-005,2025-08-17,755.75,121503,6.22,TikTok
SP-00335,CAMP-007,2025-07-20,1307.09,119806,10.91,Google Ads
SP-00904,CAMP-021,2025-09-15,723.17,62939,11.49,TikTok
SP-00148,CAMP-007,2025-08-29,1382.28,93968,14.71,Google Ads
SP-00738,CAMP-013,2025-09-28,728.18,85769,8.49,Google Ads
SP-00411,CAMP-007,2025-07-17,949.47,124439,7.63,Google Ads
SP-00559,CAMP-005,2025-09-20,960.35,72206,13.3,YouTube
SP-00987,CAMP-026,2025-09-08,930.16,73998,12.57,Meta
SP-00029,CAMP-007,2025-07-01,1609.47,254662,6.32,Google Ads
SP-00012,CAMP-007,2025-07-08,1375.56,114821,11.98,Google Ads
SP-00510,CAMP-002,2025-08-22,885.17,86866,10.19,TikTok
SP-00286,CAMP-007,2025-08-14,1185.44,82322,14.4,Google Ads
SP-01001,CAMP-028,2025-08-15,1396.36,112609,12.4,Meta
SP-00691,CAMP-009,2025-09-12,800.0,110803,7.22,Meta
SP-00583,CAMP-005,2025-09-15,1152.15,112955,10.2,TikTok
SP-01063,CAMP-031,2025-08-09,570.29,45769,12.46,TikTok
SP-00789,CAMP-014,2025-09-05,1391.75,113427,12.27,Google Ads
SP-00825,CAMP-017,2025-09-12,1389.21,158766,8.75,Google Ads
SP-00942,CAMP-024,2025-09-22,558.54,46046,12.13,Google Ads
SP-01184,CAMP-038,2025-09-04,1752.38,248212,7.06,Meta
SP-00678,CAMP-009,2025-09-08,1346.27,74709,18.02,Meta
SP-00068,CAMP-007,2025-08-12,1188.88,100327,11.85,Google Ads
SP-00485,CAMP-001,2025-09-18,956.48,79375,12.05,LinkedIn
SP-01104,CAMP-033,2025-09-22,1438.7,154698,9.3,Google Ads
SP-00156,CAMP-007,2025-08-12,783.6,67902,11.54,Google Ads
SP-01108,CAMP-034,2025-09-06,1063.44,96676,11.0,Meta
SP-00798,CAMP-015,2025-08-06,682.41,52372,13.03,YouTube
SP-00421,CAMP-007,2025-09-12,1087.87,78039,13.94,Google Ads
SP-01038,CAMP-029,2025-08-26,722.83,55177,13.1,Google Ads
SP-00873,CAMP-019,2025-09-04,1267.71,123679,10.25,LinkedIn
SP-00457,CAMP-001,2025-09-22,1338.08,166635,8.03,Meta
SP-00369,CAMP-007,2025-09-07,842.65,102512,8.22,Google Ads
SP-00793,CAMP-014,2025-08-29,574.81,55969,10.27,Meta
SP-00324,CAMP-007,2025-09-10,658.31,72104,9.13,Google Ads
SP-00484,CAMP-001,2025-08-08,1257.67,104893,11.99,TikTok
SP-00862,CAMP-019,2025-09-10,1064.54,164534,6.47,TikTok
SP-00217,CAMP-007,2025-09-24,1155.93,99993,11.56,Google Ads
SP-01158,CAMP-036,2025-08-19,1225.41,113149,10.83,Meta
SP-00302,CAMP-007,2025-08-04,1171.49,113187,10.35,Google Ads
SP-00653,CAMP-008,2025-09-23,1171.09,154090,7.6,LinkedIn
SP-00128,CAMP-007,2025-07-31,1327.15,129858,10.22,Google Ads
SP-01057,CAMP-030,2025-09-21,1204.56,107454,11.21,Google Ads
SP-00871,CAMP-019,2025-09-09,1040.52,100923,10.31,TikTok
SP-01142,CAMP-035,2025-09-13,999.08,83118,12.02,Google Ads
SP-01041,CAMP-029,2025-09-23,1088.93,81202,13.41,Google Ads
SP-00261,CAMP-007,2025-09-08,880.59,69120,12.74,Google Ads
SP-00565,CAMP-005,2025-08-02,1138.0,114486,9.94,YouTube
SP-00377,CAMP-007,2025-09-14,1219.57,100957,12.08,Google Ads
SP-00088,CAMP-007,2025-07-12,432.52,57439,7.53,Google Ads
SP-00774,CAMP-014,2025-09-21,1277.0,110658,11.54,Google Ads
SP-00003,CAMP-007,2025-07-12,1167.53,190461,6.13,Google Ads
SP-00676,CAMP-009,2025-08-20,742.18,86602,8.57,Meta
SP-00699,CAMP-011,2025-08-22,1588.69,114376,13.89,TikTok
SP-00283,CAMP-007,2025-09-27,742.51,59258,12.53,Google Ads
SP-01185,CAMP-038,2025-09-26,570.73,53239,10.72,Google Ads
SP-00123,CAMP-007,2025-08-08,1425.59,133108,10.71,Google Ads
SP-00955,CAMP-024,2025-09-02,391.44,30203,12.96,Google Ads
SP-00020,CAMP-007,2025-08-09,1059.16,68465,15.47,Google Ads
SP-00726,CAMP-012,2025-08-27,501.86,53276,9.42,TikTok
SP-00446,CAMP-001,2025-09-23,1279.79,107545,11.9,TikTok
SP-00529,CAMP-003,2025-09-03,421.33,54647,7.71,Google Ads
SP-00471,CAMP-001,2025-08-05,907.72,67188,13.51,LinkedIn
SP-00185,CAMP-007,2025-07-27,954.46,85525,11.16,Google Ads
SP-00038,CAMP-007,2025-09-11,626.49,52734,11.88,Google Ads
SP-01079,CAMP-032,2025-08-24,1390.44,218622,6.36,TikTok
SP-01128,CAMP-035,2025-09-11,833.53,76191,10.94,Google Ads
SP-00957,CAMP-024,2025-08-21,605.63,59085,10.25,Google Ads
SP-00212,CAMP-007,2025-07-19,772.3,80700,9.57,Google Ads
SP-00393,CAMP-007,2025-08-05,915.1,125700,7.28,Google Ads
SP-00143,CAMP-007,2025-08-28,994.59,99858,9.96,Google Ads
SP-00247,CAMP-007,2025-09-09,814.4,63575,12.81,Google Ads
SP-00492,CAMP-002,2025-08-17,1297.02,87636,14.8,TikTok
SP-00440,CAMP-007,2025-09-15,939.6,108876,8.63,Google Ads
SP-01087,CAMP-032,2025-08-01,1183.9,106657,11.1,TikTok
SP-00361,CAMP-007,2025-07-09,804.03,82889,9.7,Google Ads
SP-00433,CAMP-007,2025-09-26,916.99,110215,8.32,Google Ads
SP-00641,CAMP-006,2025-09-30,601.14,61340,9.8,Google Ads
SP-00211,CAMP-007,2025-07-16,1016.02,115984,8.76,Google Ads
SP-00530,CAMP-003,2025-09-23,602.19,54349,11.08,Meta
SP-01054,CAMP-030,2025-09-20,1486.76,103390,14.38,Google Ads
SP-01071,CAMP-031,2025-08-12,861.59,141013,6.11,YouTube
SP-01007,CAMP-028,2025-08-04,1182.87,106950,11.06,LinkedIn
SP-00076,CAMP-007,2025-08-25,977.51,86276,11.33,Google Ads
SP-00444,CAMP-001,2025-07-22,724.23,82769,8.75,LinkedIn
SP-00058,CAMP-007,2025-08-25,1189.21,75123,15.83,Google Ads
SP-00497,CAMP-002,2025-08-24,993.61,105032,9.46,Meta
SP-00614,CAMP-006,2025-07-28,950.51,102425,9.28,Google Ads
SP-00751,CAMP-013,2025-08-17,986.44,97570,10.11,Google Ads
SP-00365,CAMP-007,2025-08-16,945.9,79688,11.87,Google Ads
SP-00408,CAMP-007,2025-08-23,1390.42,124701,11.15,Google Ads
SP-00802,CAMP-015,2025-08-31,707.09,58728,12.04,YouTube
SP-00962,CAMP-024,2025-07-26,1350.35,110232,12.25,Google Ads
SP-00098,CAMP-007,2025-07-07,864.44,82880,10.43,Google Ads
SP-00248,CAMP-007,2025-07-16,637.69,62335,10.23,Google Ads
SP-00328,CAMP-007,2025-09-16,953.02,87033,10.95,Google Ads
SP-00577,CAMP-005,2025-08-06,929.62,78250,11.88,TikTok
SP-00363,CAMP-007,2025-07-31,746.84,87554,8.53,Google Ads
SP-00007,CAMP-007,2025-09-01,641.29,50218,12.77,Google Ads
SP-00695,CAMP-010,2025-08-27,929.96,80655,11.53,Google Ads
SP-00710,CAMP-011,2025-07-16,1107.65,119875,9.24,Meta
SP-00298,CAMP-007,2025-08-23,1029.23,84919,12.12,Google Ads
SP-01168,CAMP-037,2025-08-05,1025.02,77829,13.17,TikTok
SP-00931,CAMP-023,2025-09-19,1081.59,75635,14.3,TikTok
SP-00234,CAMP-007,2025-08-21,1142.96,94303,12.12,Google Ads
SP-00183,CAMP-007,2025-09-04,923.78,67380,13.71,Google Ads
SP-00627,CAMP-006,2025-08-08,867.84,81717,10.62,Google Ads
SP-00609,CAMP-006,2025-07-04,886.77,75469,11.75,Google Ads
SP-01200,CAMP-040,2025-07-12,1616.31,124045,13.03,TikTok
SP-00574,CAMP-005,2025-07-25,474.99,54160,8.77,TikTok
SP-00280,CAMP-007,2025-07-19,1358.6,148480,9.15,Google Ads
SP-00477,CAMP-001,2025-08-04,1085.15,79731,13.61,Meta
SP-00945,CAMP-024,2025-09-28,1569.23,117633,13.34,Google Ads
SP-00219,CAMP-007,2025-09-16,324.99,34066,9.54,Google Ads
SP-00019,CAMP-007,2025-09-23,874.99,71079,12.31,Google Ads
SP-00767,CAMP-013,2025-08-22,788.04,62344,12.64,Google Ads
SP-01103,CAMP-033,2025-09-19,644.88,47209,13.66,Google Ads
SP-01149,CAMP-036,2025-09-05,1247.04,136736,9.12,LinkedIn
SP-00580,CAMP-005,2025-08-24,1322.14,104434,12.66,TikTok
SP-00924,CAMP-023,2025-09-12,807.74,81343,9.93,LinkedIn
SP-00587,CAMP-005,2025-08-07,896.62,71672,12.51,YouTube
SP-00293,CAMP-007,2025-09-10,1133.79,87754,12.92,Google Ads
SP-00259,CAMP-007,2025-07-04,1126.6,164948,6.83,Google Ads
SP-00620,CAMP-006,2025-08-16,395.52,37525,10.54,Google Ads
SP-00367,CAMP-007,2025-07-20,1169.87,108522,10.78,Google Ads
SP-00308,CAMP-007,2025-08-15,647.47,53158,12.18,Google Ads
SP-01192,CAMP-040,2025-08-13,872.46,60883,14.33,Meta
SP-00787,CAMP-014,2025-09-01,1461.89,117704,12.42,Meta
SP-00137,CAMP-007,2025-08-22,783.13,83667,9.36,Google Ads
SP-00381,CAMP-007,2025-09-18,1020.54,98698,10.34,Google Ads
SP-00854,CAMP-018,2025-08-17,872.21,93384,9.34,Google Ads
SP-00496,CAMP-002,2025-08-03,1347.97,142642,9.45,Meta
SP-01123,CAMP-035,2025-09-06,668.28,53080,12.59,Google Ads
SP-01141,CAMP-035,2025-09-19,1077.01,146531,7.35,Google Ads
SP-01166,CAMP-037,2025-08-28,1240.18,84023,14.76,TikTok
SP-00087,CAMP-007,2025-07-19,804.88,87014,9.25,Google Ads
SP-00182,CAMP-007,2025-09-24,930.46,65710,14.16,Google Ads
SP-00416,CAMP-007,2025-09-21,1017.63,80828,12.59,Google Ads
SP-00623,CAMP-006,2025-09-09,837.78,64148,13.06,Google Ads
SP-00222,CAMP-007,2025-09-13,1172.51,117603,9.97,Google Ads
SP-00990,CAMP-026,2025-09-12,969.39,86321,11.23,TikTok
SP-01115,CAMP-034,2025-08-22,746.98,50505,14.79,Google Ads
SP-00661,CAMP-008,2025-07-20,1376.86,149010,9.24,LinkedIn
SP-00808,CAMP-016,2025-09-14,722.71,68115,10.61,Google Ads
SP-00046,CAMP-007,2025-09-28,886.12,69336,12.78,Google Ads
SP-00371,CAMP-007,2025-08-06,711.94,50563,14.08,Google Ads
SP-01042,CAMP-029,2025-08-11,772.46,63839,12.1,Google Ads
SP-00332,CAMP-007,2025-07-01,1266.68,122384,10.35,Google Ads
SP-00535,CAMP-003,2025-09-03,943.18,58619,16.09,Meta
SP-00546,CAMP-003,2025-08-17,1271.73,103057,12.34,Meta
SP-00566,CAMP-005,2025-08-26,1253.65,156510,8.01,TikTok
SP-00946,CAMP-024,2025-08-14,1216.38,100444,12.11,Google Ads
SP-00362,CAMP-007,2025-08-04,1040.86,124207,8.38,Google Ads
SP-00723,CAMP-012,2025-08-24,555.33,55256,10.05,TikTok
SP-01146,CAMP-035,2025-07-31,998.53,99257,10.06,Google Ads
SP-01028,CAMP-029,2025-07-10,479.26,44375,10.8,Meta
SP-00288,CAMP-007,2025-08-23,620.49,57135,10.86,Google Ads
SP-01100,CAMP-032,2025-08-24,1004.98,102444,9.81,Meta
SP-00350,CAMP-007,2025-09-30,1378.81,115381,11.95,Google Ads
SP-00442,CAMP-001,2025-09-19,643.7,52461,12.27,Meta
SP-00783,CAMP-014,2025-09-01,1125.89,93048,12.1,Meta
SP-00757,CAMP-013,2025-07-11,842.7,74116,11.37,Google Ads
SP-00305,CAMP-007,2025-07-23,815.47,77442,10.53,Google Ads
SP-00640,CAMP-006,2025-07-02,1136.9,120562,9.43,Google Ads
SP-00910,CAMP-022,2025-08-14,516.38,39752,12.99,Google Ads
SP-00912,CAMP-022,2025-08-01,819.12,101001,8.11,Google Ads
SP-00837,CAMP-018,2025-08-08,1276.63,93116,13.71,Google Ads
SP-01013,CAMP-028,2025-08-19,1037.0,103389,10.03,TikTok
SP-00198,CAMP-007,2025-09-27,667.95,41513,16.09,Google Ads
SP-00224,CAMP-007,2025-08-08,590.39,85439,6.91,Google Ads
SP-00498,CAMP-002,2025-08-15,1194.22,90539,13.19,TikTok
SP-00849,CAMP-018,2025-09-15,553.8,42436,13.05,Google Ads
SP-00330,CAMP-007,2025-09-13,799.08,87045,9.18,Google Ads
SP-00611,CAMP-006,2025-09-07,1376.07,126013,10.92,Google Ads
SP-00763,CAMP-013,2025-09-09,1002.32,65682,15.26,Google Ads
SP-00040,CAMP-007,2025-08-28,851.06,69361,12.27,Google Ads
SP-00673,CAMP-008,2025-07-15,841.04,74494,11.29,Meta
SP-00531,CAMP-003,2025-07-19,1195.23,119284,10.02,Meta
SP-00725,CAMP-012,2025-08-23,349.86,29800,11.74,Meta
SP-00461,CAMP-001,2025-07-30,683.34,62691,10.9,TikTok
SP-00778,CAMP-014,2025-09-19,243.13,24809,9.8,Google Ads
SP-00036,CAMP-007,2025-09-03,1312.05,120371,10.9,Google Ads
SP-00944,CAMP-024,2025-09-14,698.86,61196,11.42,Google Ads
SP-00702,CAMP-011,2025-07-14,702.02,51430,13.65,TikTok
SP-00840,CAMP-018,2025-08-22,851.66,76657,11.11,Google Ads
SP-01196,CAMP-040,2025-09-02,1274.73,85038,14.99,TikTok
SP-00015,CAMP-007,2025-08-14,802.14,79184,10.13,Google Ads
SP-00998,CAMP-027,2025-09-18,1151.05,91790,12.54,Google Ads
SP-00515,CAMP-002,2025-08-10,564.0,38315,14.72,Meta
SP-00648,CAMP-008,2025-09-14,785.84,64625,12.16,TikTok
SP-00053,CAMP-007,2025-08-12,1122.28,83378,13.46,Google Ads
SP-00542,CAMP-003,2025-07-09,1216.42,135912,8.95,Google Ads
SP-00560,CAMP-005,2025-07-27,919.06,79779,11.52,TikTok
SP-00360,CAMP-007,2025-08-31,776.0,69909,11.1,Google Ads
