transaction_id,posting_date,gl_account_id,gl_account_name,cost_center_id,vendor,description,amount_usd,expense_type,fiscal_quarter,fiscal_year
GL-004366,2025-03-24,6200,Travel & Entertainment,CC-105,Accenture Consulting,Travel — Engineering — Mar 2025,3610.17,Recurring,Q1 2025,FY2025
GL-004982,2025-05-06,6300,Software & Subscriptions,CC-136,ADP Payroll,Software — Legal — May 2025,8149.33,Recurring,Q2 2025,FY2025
GL-003704,2025-06-05,6500,Professional Services,CC-109,Snowflake Computing,Professional Services — Sales — Jun 2025,29418.59,Recurring,Q2 2025,FY2025
GL-000804,2025-03-23,6400,Facilities & Occupancy,CC-150,CrowdStrike Holdings,Facilities — Operations — Mar 2025,8899.9,Recurring,Q1 2025,FY2025
GL-005180,2025-12-30,6500,Professional Services,CC-108,American Express Travel,Professional Services — Sales — Dec 2025,33873.46,Recurring,Q4 2025,FY2025
GL-002963,2025-07-02,6200,Travel & Entertainment,CC-114,Latham & Watkins,Travel — Marketing — Jul 2025,2745.99,Recurring,Q3 2025,FY2025
GL-005485,2025-11-15,6300,Software & Subscriptions,CC-115,HP Enterprise,Software — Marketing — Nov 2025,7143.18,Recurring,Q4 2025,FY2025
GL-000486,2025-01-07,6400,Facilities & Occupancy,CC-125,Workday Inc,Facilities — Finance — Jan 2025,2621.12,Recurring,Q1 2025,FY2025
GL-005252,2025-04-09,6600,Equipment & Hardware,CC-100,UPS Logistics,Equipment — Engineering — Apr 2025,17304.33,Recurring,Q2 2025,FY2025
GL-001288,2026-03-23,6600,Equipment & Hardware,CC-157,Splunk Inc,Equipment — IT — Mar 2026,10248.11,Recurring,Q1 2026,FY2026
GL-004279,2025-05-25,6600,Equipment & Hardware,CC-159,Baker McKenzie LLP,Equipment — IT — May 2025,8176.63,Recurring,Q2 2025,FY2025
GL-001323,2025-12-29,6300,Software & Subscriptions,CC-143,JLL Real Estate,Software — Product — Dec 2025,16002.46,Recurring,Q4 2025,FY2025
GL-004082,2026-04-14,6300,Software & Subscriptions,CC-107,Baker McKenzie LLP,Software — Sales — Apr 2026,12468.34,Recurring,Q2 2026,FY2026
GL-005779,2026-05-05,6600,Equipment & Hardware,CC-157,CrowdStrike Holdings,Equipment — IT — May 2026,23859.2,Recurring,Q2 2026,FY2026
GL-001803,2025-07-01,6400,Facilities & Occupancy,CC-145,Oracle Corp,Facilities — Product — Jul 2025,6341.48,Recurring,Q3 2025,FY2025
GL-001133,2025-07-14,6100,Salaries & Wages,CC-129,JLL Real Estate,Compensation — HR — Jul 2025,8225.46,Recurring,Q3 2025,FY2025
GL-003444,2025-05-05,6100,Salaries & Wages,CC-125,Snowflake Computing,Compensation — Finance — May 2025,16431.52,Recurring,Q2 2025,FY2025
GL-001508,2025-11-16,6100,Salaries & Wages,CC-144,Datadog Inc,Compensation — Product — Nov 2025,13442.77,Recurring,Q4 2025,FY2025
GL-005696,2025-03-20,6300,Software & Subscriptions,CC-142,Deloitte Advisory,Software — Product — Mar 2025,4283.01,Recurring,Q1 2025,FY2025
GL-003824,2025-02-06,6400,Facilities & Occupancy,CC-133,Splunk Inc,Facilities — HR — Feb 2025,7165.63,Recurring,Q1 2025,FY2025
GL-004677,2025-02-13,6200,Travel & Entertainment,CC-101,UPS Logistics,Travel — Engineering — Feb 2025,2977.07,Recurring,Q1 2025,FY2025
GL-000328,2025-07-26,6400,Facilities & Occupancy,CC-157,Iron Mountain,Facilities — IT — Jul 2025,8476.26,Recurring,Q3 2025,FY2025
GL-004998,2025-09-19,6100,Salaries & Wages,CC-159,Dell Technologies,Compensation — IT — Sep 2025,12330.76,Recurring,Q3 2025,FY2025
GL-005320,2025-03-24,6300,Software & Subscriptions,CC-163,WeWork Office,Software — Executive — Mar 2025,5250.93,Recurring,Q1 2025,FY2025
GL-003329,2025-11-27,6400,Facilities & Occupancy,CC-104,PwC Advisory,Facilities — Engineering — Nov 2025,6153.27,Recurring,Q4 2025,FY2025
GL-004915,2025-03-02,6400,Facilities & Occupancy,CC-144,Cisco Systems,Facilities — Product — Mar 2025,5145.42,Recurring,Q1 2025,FY2025
GL-000711,2025-05-06,6700,Training & Development,CC-131,ServiceNow Inc,Training — HR — May 2025,4617.57,Recurring,Q2 2025,FY2025
GL-003658,2026-02-09,6300,Software & Subscriptions,CC-137,CBRE Group,Software — Legal — Feb 2026,8985.46,Recurring,Q1 2026,FY2026
GL-002531,2025-09-25,6100,Salaries & Wages,CC-135,McKinsey & Company,Compensation — Legal — Sep 2025,12504.19,Recurring,Q3 2025,FY2025
GL-004926,2025-02-24,6400,Facilities & Occupancy,CC-101,AWS Cloud Services,Facilities — Engineering — Feb 2025,4538.34,Recurring,Q1 2025,FY2025
GL-000230,2025-01-20,6100,Salaries & Wages,CC-146,Latham & Watkins,Compensation — Product — Jan 2025,4201.31,Recurring,Q1 2025,FY2025
GL-005644,2025-12-01,6100,Salaries & Wages,CC-105,JLL Real Estate,Compensation — Engineering — Dec 2025,13316.49,Recurring,Q4 2025,FY2025
GL-003696,2026-05-24,6400,Facilities & Occupancy,CC-113,CrowdStrike Holdings,Facilities — Sales — May 2026,8577.59,Recurring,Q2 2026,FY2026
GL-003045,2025-08-16,6600,Equipment & Hardware,CC-123,Marriott Hotels,Equipment — Finance — Aug 2025,6497.49,Recurring,Q3 2025,FY2025
GL-000456,2026-03-13,6500,Professional Services,CC-131,PwC Advisory,Professional Services — HR — Mar 2026,18118.37,Recurring,Q1 2026,FY2026
GL-002780,2025-10-27,6200,Travel & Entertainment,CC-130,Willis Towers Watson,Travel — HR — Oct 2025,938.68,Recurring,Q4 2025,FY2025
GL-003042,2025-05-03,6400,Facilities & Occupancy,CC-148,HP Enterprise,Facilities — Product — May 2025,4729.65,Recurring,Q2 2025,FY2025
GL-002943,2025-06-20,6600,Equipment & Hardware,CC-156,Fortinet Inc,Equipment — IT — Jun 2025,10915.26,Recurring,Q2 2025,FY2025
GL-003090,2025-06-23,6300,Software & Subscriptions,CC-119,KPMG Consulting,Software — Marketing — Jun 2025,6950.02,Recurring,Q2 2025,FY2025
GL-001703,2025-07-25,6500,Professional Services,CC-168,Willis Towers Watson,Professional Services — Executive — Jul 2025,16505.42,Recurring,Q3 2025,FY2025
GL-005511,2026-02-08,6700,Training & Development,CC-117,SAP SE,Training — Marketing — Feb 2026,3978.64,Recurring,Q1 2026,FY2026
GL-001993,2026-05-18,6600,Equipment & Hardware,CC-100,FedEx Shipping,Equipment — Engineering — May 2026,3964.97,Recurring,Q2 2026,FY2026
GL-000392,2025-08-04,6500,Professional Services,CC-129,Mercer Consulting,Professional Services — HR — Aug 2025,23574.72,Recurring,Q3 2025,FY2025
GL-005422,2025-09-07,6500,Professional Services,CC-133,AWS Cloud Services,Professional Services — HR — Sep 2025,28768.51,Recurring,Q3 2025,FY2025
GL-000315,2025-04-11,6200,Travel & Entertainment,CC-144,Marriott Hotels,Travel — Product — Apr 2025,1492.79,Recurring,Q2 2025,FY2025
GL-004095,2025-12-10,6600,Equipment & Hardware,CC-148,Willis Towers Watson,Equipment — Product — Dec 2025,19791.65,Recurring,Q4 2025,FY2025
GL-001535,2025-04-04,6200,Travel & Entertainment,CC-164,Cisco Systems,Travel — Executive — Apr 2025,4427.01,Recurring,Q2 2025,FY2025
GL-000916,2025-03-18,6300,Software & Subscriptions,CC-122,Hays Recruiting,Software — Finance — Mar 2025,7126.38,Recurring,Q1 2025,FY2025
GL-001061,2026-05-03,6200,Travel & Entertainment,CC-111,Hays Recruiting,Travel — Sales — May 2026,1757.71,Recurring,Q2 2026,FY2026
GL-005827,2026-05-25,6600,Equipment & Hardware,CC-116,Latham & Watkins,Equipment — Marketing — May 2026,12999.98,Recurring,Q2 2026,FY2026
GL-005373,2026-02-05,6500,Professional Services,CC-146,CrowdStrike Holdings,Professional Services — Product — Feb 2026,24166.98,Recurring,Q1 2026,FY2026
GL-005504,2025-11-03,6400,Facilities & Occupancy,CC-158,Willis Towers Watson,Facilities — IT — Nov 2025,7809.38,Recurring,Q4 2025,FY2025
GL-005118,2026-05-01,6500,Professional Services,CC-125,Baker McKenzie LLP,Professional Services — Finance — May 2026,3228.84,Recurring,Q2 2026,FY2026
GL-001116,2025-04-07,6110,Employee Benefits,CC-105,Accenture Consulting,Benefits — Engineering — Apr 2025,3285.24,Recurring,Q2 2025,FY2025
GL-005200,2026-05-18,6700,Training & Development,CC-117,Palo Alto Networks,Training — Marketing — May 2026,1211.63,Recurring,Q2 2026,FY2026
GL-005303,2025-01-06,6100,Salaries & Wages,CC-134,Mercer Consulting,Compensation — HR — Jan 2025,7646.84,Recurring,Q1 2025,FY2025
GL-005688,2026-01-31,6700,Training & Development,CC-160,Datadog Inc,Training — IT — Jan 2026,3535.33,Recurring,Q1 2026,FY2026
GL-002465,2025-08-25,6400,Facilities & Occupancy,CC-148,Oracle Corp,Facilities — Product — Aug 2025,2050.27,Recurring,Q3 2025,FY2025
GL-001881,2025-01-26,6300,Software & Subscriptions,CC-105,CrowdStrike Holdings,Software — Engineering — Jan 2025,12100.45,Recurring,Q1 2025,FY2025
GL-001823,2025-02-12,6110,Employee Benefits,CC-123,Baker McKenzie LLP,Benefits — Finance — Feb 2025,1058.68,Recurring,Q1 2025,FY2025
GL-001402,2026-04-28,6100,Salaries & Wages,CC-128,Zscaler Inc,Compensation — HR — Apr 2026,11753.03,Recurring,Q2 2026,FY2026
GL-003908,2026-01-05,6100,Salaries & Wages,CC-105,Latham & Watkins,Compensation — Engineering — Jan 2026,10588.12,Recurring,Q1 2026,FY2026
GL-000052,2026-04-15,6110,Employee Benefits,CC-141,WeWork Office,Benefits — Legal — Apr 2026,2966.3,Recurring,Q2 2026,FY2026
GL-003803,2026-03-30,6200,Travel & Entertainment,CC-128,PwC Advisory,Travel — HR — Mar 2026,1929.11,Recurring,Q1 2026,FY2026
GL-003319,2025-04-23,6400,Facilities & Occupancy,CC-102,AWS Cloud Services,Facilities — Engineering — Apr 2025,6034.86,Recurring,Q2 2025,FY2025
GL-004392,2026-04-20,6600,Equipment & Hardware,CC-116,JLL Real Estate,Equipment — Marketing — Apr 2026,5873.62,Recurring,Q2 2026,FY2026
GL-005911,2025-07-31,6800,One-Time Project Costs,CC-900,Salesforce Inc,Project: Product Launch — Enterprise Tier — originated by IT,9992.62,One-Time,Q3 2025,FY2025
GL-002045,2026-05-13,6110,Employee Benefits,CC-108,CBRE Group,Benefits — Sales — May 2026,5919.33,Recurring,Q2 2026,FY2026
GL-001586,2025-01-28,6200,Travel & Entertainment,CC-127,UPS Logistics,Travel — Finance — Jan 2025,2706.0,Recurring,Q1 2025,FY2025
GL-000925,2025-01-13,6110,Employee Benefits,CC-144,Robert Half,Benefits — Product — Jan 2025,1769.0,Recurring,Q1 2025,FY2025
GL-004515,2026-04-12,6110,Employee Benefits,CC-103,FedEx Shipping,Benefits — Engineering — Apr 2026,3853.1,Recurring,Q2 2026,FY2026
GL-001217,2025-02-03,6400,Facilities & Occupancy,CC-121,Willis Towers Watson,Facilities — Finance — Feb 2025,4720.11,Recurring,Q1 2025,FY2025
GL-000378,2025-10-27,6300,Software & Subscriptions,CC-169,CBRE Group,Software — Executive — Oct 2025,11252.86,Recurring,Q4 2025,FY2025
GL-004632,2025-01-09,6700,Training & Development,CC-101,Baker McKenzie LLP,Training — Engineering — Jan 2025,1618.2,Recurring,Q1 2025,FY2025
GL-001769,2025-04-14,6700,Training & Development,CC-106,Datadog Inc,Training — Engineering — Apr 2025,4135.53,Recurring,Q2 2025,FY2025
GL-002009,2025-05-05,6200,Travel & Entertainment,CC-112,HP Enterprise,Travel — Sales — May 2025,4164.24,Recurring,Q2 2025,FY2025
GL-000164,2025-12-08,6400,Facilities & Occupancy,CC-151,CrowdStrike Holdings,Facilities — Operations — Dec 2025,9615.78,Recurring,Q4 2025,FY2025
GL-000025,2026-04-06,6600,Equipment & Hardware,CC-166,Accenture Consulting,Equipment — Executive — Apr 2026,11477.05,Recurring,Q2 2026,FY2026
GL-000591,2025-07-28,6600,Equipment & Hardware,CC-105,HP Enterprise,Equipment — Engineering — Jul 2025,3324.44,Recurring,Q3 2025,FY2025
GL-003624,2025-04-07,6700,Training & Development,CC-167,Fortinet Inc,Training — Executive — Apr 2025,1007.53,Recurring,Q2 2025,FY2025
GL-002768,2026-03-30,6300,Software & Subscriptions,CC-125,Palo Alto Networks,Software — Finance — Mar 2026,5963.4,Recurring,Q1 2026,FY2026
GL-002645,2025-08-13,6400,Facilities & Occupancy,CC-132,UPS Logistics,Facilities — HR — Aug 2025,3048.96,Recurring,Q3 2025,FY2025
GL-002135,2025-08-25,6400,Facilities & Occupancy,CC-142,Iron Mountain,Facilities — Product — Aug 2025,10222.03,Recurring,Q3 2025,FY2025
GL-005861,2025-09-03,6800,One-Time Project Costs,CC-902,LinkedIn Talent,Project: Data Center Consolidation — originated by Engineering,10419.65,One-Time,Q3 2025,FY2025
GL-005473,2025-10-06,6500,Professional Services,CC-117,Marriott Hotels,Professional Services — Marketing — Oct 2025,34930.39,Recurring,Q4 2025,FY2025
GL-000270,2025-08-22,6600,Equipment & Hardware,CC-131,Fortinet Inc,Equipment — HR — Aug 2025,5518.94,Recurring,Q3 2025,FY2025
GL-001046,2025-04-14,6100,Salaries & Wages,CC-102,Baker McKenzie LLP,Compensation — Engineering — Apr 2025,14007.49,Recurring,Q2 2025,FY2025
GL-005295,2025-11-04,6600,Equipment & Hardware,CC-102,Hays Recruiting,Equipment — Engineering — Nov 2025,9325.78,Recurring,Q4 2025,FY2025
GL-001117,2026-03-11,6200,Travel & Entertainment,CC-159,FedEx Shipping,Travel — IT — Mar 2026,5294.54,Recurring,Q1 2026,FY2026
GL-000568,2026-05-01,6200,Travel & Entertainment,CC-132,United Airlines,Travel — HR — May 2026,2727.14,Recurring,Q2 2026,FY2026
GL-000766,2025-07-07,6300,Software & Subscriptions,CC-142,Robert Half,Software — Product — Jul 2025,15528.53,Recurring,Q3 2025,FY2025
GL-004964,2025-09-10,6600,Equipment & Hardware,CC-131,Datadog Inc,Equipment — HR — Sep 2025,19238.91,Recurring,Q3 2025,FY2025
GL-002817,2025-07-03,6500,Professional Services,CC-135,Cisco Systems,Professional Services — Legal — Jul 2025,35742.1,Recurring,Q3 2025,FY2025
GL-005143,2026-04-20,6300,Software & Subscriptions,CC-122,Deloitte Advisory,Software — Finance — Apr 2026,14003.64,Recurring,Q2 2026,FY2026
GL-004058,2025-10-31,6400,Facilities & Occupancy,CC-157,Cisco Systems,Facilities — IT — Oct 2025,3879.01,Recurring,Q4 2025,FY2025
GL-001429,2026-03-21,6110,Employee Benefits,CC-104,IDC Advisory,Benefits — Engineering — Mar 2026,4765.68,Recurring,Q1 2026,FY2026
GL-003708,2025-06-29,6400,Facilities & Occupancy,CC-149,Palo Alto Networks,Facilities — Operations — Jun 2025,8685.52,Recurring,Q2 2025,FY2025
GL-001551,2025-01-20,6200,Travel & Entertainment,CC-139,Forrester Research,Travel — Legal — Jan 2025,3464.63,Recurring,Q1 2025,FY2025
GL-000292,2025-01-12,6200,Travel & Entertainment,CC-169,Dell Technologies,Travel — Executive — Jan 2025,1300.52,Recurring,Q1 2025,FY2025
GL-003274,2025-08-10,6500,Professional Services,CC-135,Mercer Consulting,Professional Services — Legal — Aug 2025,28664.42,Recurring,Q3 2025,FY2025
GL-005580,2025-01-15,6110,Employee Benefits,CC-150,Accenture Consulting,Benefits — Operations — Jan 2025,4908.66,Recurring,Q1 2025,FY2025
GL-000639,2026-01-12,6110,Employee Benefits,CC-160,Workday Inc,Benefits — IT — Jan 2026,6197.81,Recurring,Q1 2026,FY2026
GL-000382,2025-03-12,6200,Travel & Entertainment,CC-116,United Airlines,Travel — Marketing — Mar 2025,3617.37,Recurring,Q1 2025,FY2025
GL-000482,2025-10-23,6110,Employee Benefits,CC-115,Datadog Inc,Benefits — Marketing — Oct 2025,4402.9,Recurring,Q4 2025,FY2025
GL-002280,2026-01-12,6300,Software & Subscriptions,CC-138,AWS Cloud Services,Software — Legal — Jan 2026,11275.8,Recurring,Q1 2026,FY2026
GL-003543,2025-10-20,6600,Equipment & Hardware,CC-159,Forrester Research,Equipment — IT — Oct 2025,3045.26,Recurring,Q4 2025,FY2025
GL-001437,2025-02-07,6700,Training & Development,CC-140,Mercer Consulting,Training — Legal — Feb 2025,2899.85,Recurring,Q1 2025,FY2025
GL-005624,2025-11-02,6700,Training & Development,CC-102,Latham & Watkins,Training — Engineering — Nov 2025,1220.89,Recurring,Q4 2025,FY2025
GL-003115,2025-04-07,6200,Travel & Entertainment,CC-160,Zscaler Inc,Travel — IT — Apr 2025,2709.38,Recurring,Q2 2025,FY2025
GL-003484,2026-05-11,6110,Employee Benefits,CC-137,PwC Advisory,Benefits — Legal — May 2026,5829.23,Recurring,Q2 2026,FY2026
GL-002683,2026-03-08,6500,Professional Services,CC-101,Accenture Consulting,Professional Services — Engineering — Mar 2026,10811.71,Recurring,Q1 2026,FY2026
GL-004186,2026-05-30,6500,Professional Services,CC-166,Workday Inc,Professional Services — Executive — May 2026,11735.69,Recurring,Q2 2026,FY2026
GL-005752,2025-12-14,6200,Travel & Entertainment,CC-105,Perkins Coie LLP,Travel — Engineering — Dec 2025,2840.91,Recurring,Q4 2025,FY2025
GL-005721,2026-02-11,6200,Travel & Entertainment,CC-131,United Airlines,Travel — HR — Feb 2026,3577.75,Recurring,Q1 2026,FY2026
GL-003110,2025-06-05,6300,Software & Subscriptions,CC-118,Palo Alto Networks,Software — Marketing — Jun 2025,250.0,Recurring,Q2 2025,FY2025
GL-004921,2025-01-27,6300,Software & Subscriptions,CC-138,CBRE Group,Software — Legal — Jan 2025,5411.11,Recurring,Q1 2025,FY2025
GL-005813,2025-11-27,6300,Software & Subscriptions,CC-152,Datadog Inc,Software — Operations — Nov 2025,2722.29,Recurring,Q4 2025,FY2025
GL-005186,2025-02-03,6400,Facilities & Occupancy,CC-131,Zscaler Inc,Facilities — HR — Feb 2025,5345.27,Recurring,Q1 2025,FY2025
GL-005811,2025-09-08,6700,Training & Development,CC-155,Baker McKenzie LLP,Training — Operations — Sep 2025,3301.22,Recurring,Q3 2025,FY2025
GL-000002,2026-01-05,6300,Software & Subscriptions,CC-133,HP Enterprise,Software — HR — Jan 2026,4309.98,Recurring,Q1 2026,FY2026
GL-002348,2025-03-30,6100,Salaries & Wages,CC-141,SAP SE,Compensation — Legal — Mar 2025,5597.75,Recurring,Q1 2025,FY2025
GL-004693,2026-03-11,6500,Professional Services,CC-103,JLL Real Estate,Professional Services — Engineering — Mar 2026,39179.58,Recurring,Q1 2026,FY2026
GL-004319,2025-07-16,6500,Professional Services,CC-103,UPS Logistics,Professional Services — Engineering — Jul 2025,32778.96,Recurring,Q3 2025,FY2025
GL-002568,2026-01-25,6500,Professional Services,CC-154,Salesforce Inc,Professional Services — Operations — Jan 2026,40968.28,Recurring,Q1 2026,FY2026
GL-003679,2025-12-03,6110,Employee Benefits,CC-121,SAP SE,Benefits — Finance — Dec 2025,2091.84,Recurring,Q4 2025,FY2025
GL-003791,2026-02-27,6110,Employee Benefits,CC-137,Workday Inc,Benefits — Legal — Feb 2026,3132.99,Recurring,Q1 2026,FY2026
GL-002300,2025-10-29,6600,Equipment & Hardware,CC-117,Microsoft Azure,Equipment — Marketing — Oct 2025,250.0,Recurring,Q4 2025,FY2025
GL-001249,2025-01-15,6700,Training & Development,CC-115,FedEx Shipping,Training — Marketing — Jan 2025,682.97,Recurring,Q1 2025,FY2025
GL-003763,2025-11-06,6500,Professional Services,CC-156,Dell Technologies,Professional Services — IT — Nov 2025,32958.83,Recurring,Q4 2025,FY2025
GL-004406,2025-09-06,6600,Equipment & Hardware,CC-140,Marriott Hotels,Equipment — Legal — Sep 2025,3786.03,Recurring,Q3 2025,FY2025
GL-005195,2026-03-03,6400,Facilities & Occupancy,CC-154,SAP SE,Facilities — Operations — Mar 2026,5202.78,Recurring,Q1 2026,FY2026
GL-000006,2026-05-06,6200,Travel & Entertainment,CC-138,Hays Recruiting,Travel — Legal — May 2026,3576.95,Recurring,Q2 2026,FY2026
GL-000775,2025-03-31,6600,Equipment & Hardware,CC-140,Workday Inc,Equipment — Legal — Mar 2025,15657.7,Recurring,Q1 2025,FY2025
GL-003315,2026-03-02,6600,Equipment & Hardware,CC-134,American Express Travel,Equipment — HR — Mar 2026,866.13,Recurring,Q1 2026,FY2026
GL-000237,2025-08-10,6110,Employee Benefits,CC-141,CBRE Group,Benefits — Legal — Aug 2025,5146.82,Recurring,Q3 2025,FY2025
GL-004941,2026-03-07,6110,Employee Benefits,CC-140,Deloitte Advisory,Benefits — Legal — Mar 2026,6416.39,Recurring,Q1 2026,FY2026
GL-005042,2025-06-04,6100,Salaries & Wages,CC-134,WeWork Office,Compensation — HR — Jun 2025,21505.61,Recurring,Q2 2025,FY2025
GL-005884,2025-07-15,6800,One-Time Project Costs,CC-901,Willis Towers Watson,Project: Zero Trust Network Implementation — originated by Operations,10547.16,One-Time,Q3 2025,FY2025
GL-000774,2025-09-26,6700,Training & Development,CC-122,American Express Travel,Training — Finance — Sep 2025,1355.68,Recurring,Q3 2025,FY2025
GL-000729,2025-12-11,6500,Professional Services,CC-150,Perkins Coie LLP,Professional Services — Operations — Dec 2025,27343.76,Recurring,Q4 2025,FY2025
GL-004931,2025-10-03,6300,Software & Subscriptions,CC-152,SAP SE,Software — Operations — Oct 2025,8126.27,Recurring,Q4 2025,FY2025
GL-003770,2025-11-13,6700,Training & Development,CC-104,KPMG Consulting,Training — Engineering — Nov 2025,4793.31,Recurring,Q4 2025,FY2025
GL-002562,2026-03-16,6400,Facilities & Occupancy,CC-133,Zscaler Inc,Facilities — HR — Mar 2026,3300.29,Recurring,Q1 2026,FY2026
GL-004814,2026-03-02,6200,Travel & Entertainment,CC-110,McKinsey & Company,Travel — Sales — Mar 2026,2750.31,Recurring,Q1 2026,FY2026
GL-000300,2025-01-07,6200,Travel & Entertainment,CC-159,Robert Half,Travel — IT — Jan 2025,2843.1,Recurring,Q1 2025,FY2025
GL-003360,2025-06-29,6300,Software & Subscriptions,CC-147,Splunk Inc,Software — Product — Jun 2025,10063.22,Recurring,Q2 2025,FY2025
GL-005372,2025-11-06,6600,Equipment & Hardware,CC-132,Iron Mountain,Equipment — HR — Nov 2025,16054.45,Recurring,Q4 2025,FY2025
GL-005545,2025-05-30,6700,Training & Development,CC-110,Datadog Inc,Training — Sales — May 2025,2337.44,Recurring,Q2 2025,FY2025
GL-004638,2025-09-15,6300,Software & Subscriptions,CC-160,Hays Recruiting,Software — IT — Sep 2025,250.0,Recurring,Q3 2025,FY2025
GL-005788,2026-03-02,6300,Software & Subscriptions,CC-161,Microsoft Azure,Software — IT — Mar 2026,13265.25,Recurring,Q1 2026,FY2026
GL-000656,2026-04-06,6400,Facilities & Occupancy,CC-114,FedEx Shipping,Facilities — Marketing — Apr 2026,7510.76,Recurring,Q2 2026,FY2026
GL-000053,2025-08-05,6400,Facilities & Occupancy,CC-151,Palo Alto Networks,Facilities — Operations — Aug 2025,5161.51,Recurring,Q3 2025,FY2025
GL-000058,2026-01-05,6110,Employee Benefits,CC-130,Microsoft Azure,Benefits — HR — Jan 2026,2861.83,Recurring,Q1 2026,FY2026
GL-003904,2026-05-25,6500,Professional Services,CC-126,Salesforce Inc,Professional Services — Finance — May 2026,15733.32,Recurring,Q2 2026,FY2026
GL-002360,2026-04-20,6200,Travel & Entertainment,CC-148,UPS Logistics,Travel — Product — Apr 2026,698.46,Recurring,Q2 2026,FY2026
GL-000914,2025-08-18,6400,Facilities & Occupancy,CC-103,JLL Real Estate,Facilities — Engineering — Aug 2025,3578.64,Recurring,Q3 2025,FY2025
GL-001423,2025-01-22,6100,Salaries & Wages,CC-151,Splunk Inc,Compensation — Operations — Jan 2025,17426.5,Recurring,Q1 2025,FY2025
GL-005870,2025-09-29,6800,One-Time Project Costs,CC-901,CBRE Group,Project: Disaster Recovery Setup — originated by Legal,13090.25,One-Time,Q3 2025,FY2025
GL-004726,2026-04-10,6400,Facilities & Occupancy,CC-126,AWS Cloud Services,Facilities — Finance — Apr 2026,8057.79,Recurring,Q2 2026,FY2026
GL-004682,2025-02-24,6400,Facilities & Occupancy,CC-131,Baker McKenzie LLP,Facilities — HR — Feb 2025,4884.09,Recurring,Q1 2025,FY2025
GL-004737,2025-10-29,6300,Software & Subscriptions,CC-109,Accenture Consulting,Software — Sales — Oct 2025,10209.11,Recurring,Q4 2025,FY2025
GL-005780,2025-07-30,6110,Employee Benefits,CC-102,CBRE Group,Benefits — Engineering — Jul 2025,4043.08,Recurring,Q3 2025,FY2025
GL-003814,2025-05-22,6100,Salaries & Wages,CC-120,Iron Mountain,Compensation — Marketing — May 2025,15655.39,Recurring,Q2 2025,FY2025
GL-004140,2025-03-10,6100,Salaries & Wages,CC-130,ADP Payroll,Compensation — HR — Mar 2025,24243.57,Recurring,Q1 2025,FY2025
GL-005134,2025-08-12,6400,Facilities & Occupancy,CC-120,KPMG Consulting,Facilities — Marketing — Aug 2025,6533.24,Recurring,Q3 2025,FY2025
GL-002972,2025-05-27,6700,Training & Development,CC-150,Robert Half,Training — Operations — May 2025,1748.82,Recurring,Q2 2025,FY2025
GL-000951,2026-05-10,6700,Training & Development,CC-151,Baker McKenzie LLP,Training — Operations — May 2026,2510.75,Recurring,Q2 2026,FY2026
GL-001325,2025-10-10,6700,Training & Development,CC-160,WeWork Office,Training — IT — Oct 2025,3771.98,Recurring,Q4 2025,FY2025
GL-003772,2025-08-11,6300,Software & Subscriptions,CC-114,American Express Travel,Software — Marketing — Aug 2025,12862.75,Recurring,Q3 2025,FY2025
GL-001848,2026-01-15,6200,Travel & Entertainment,CC-100,Accenture Consulting,Travel — Engineering — Jan 2026,2547.63,Recurring,Q1 2026,FY2026
GL-005048,2025-05-28,6700,Training & Development,CC-127,Palo Alto Networks,Training — Finance — May 2025,1869.33,Recurring,Q2 2025,FY2025
GL-004196,2025-09-23,6100,Salaries & Wages,CC-151,Mercer Consulting,Compensation — Operations — Sep 2025,14618.64,Recurring,Q3 2025,FY2025
GL-003489,2026-03-01,6100,Salaries & Wages,CC-159,JLL Real Estate,Compensation — IT — Mar 2026,14784.3,Recurring,Q1 2026,FY2026
GL-004064,2025-05-19,6110,Employee Benefits,CC-140,Dell Technologies,Benefits — Legal — May 2025,3825.14,Recurring,Q2 2025,FY2025
GL-002727,2025-04-01,6200,Travel & Entertainment,CC-130,Workday Inc,Travel — HR — Apr 2025,4457.97,Recurring,Q2 2025,FY2025
GL-000573,2025-01-13,6110,Employee Benefits,CC-146,SAP SE,Benefits — Product — Jan 2025,4266.25,Recurring,Q1 2025,FY2025
GL-000450,2025-02-10,6400,Facilities & Occupancy,CC-123,Deloitte Advisory,Facilities — Finance — Feb 2025,1791.04,Recurring,Q1 2025,FY2025
GL-005573,2026-05-17,6500,Professional Services,CC-102,Forrester Research,Professional Services — Engineering — May 2026,31399.2,Recurring,Q2 2026,FY2026
GL-003218,2025-07-03,6100,Salaries & Wages,CC-115,Willis Towers Watson,Compensation — Marketing — Jul 2025,13649.39,Recurring,Q3 2025,FY2025
GL-000275,2025-05-28,6500,Professional Services,CC-128,Mercer Consulting,Professional Services — HR — May 2025,11591.27,Recurring,Q2 2025,FY2025
GL-001974,2025-05-30,6500,Professional Services,CC-138,American Express Travel,Professional Services — Legal — May 2025,31593.05,Recurring,Q2 2025,FY2025
GL-000397,2025-09-12,6700,Training & Development,CC-114,Perkins Coie LLP,Training — Marketing — Sep 2025,1942.79,Recurring,Q3 2025,FY2025
GL-005213,2025-12-25,6110,Employee Benefits,CC-100,Forrester Research,Benefits — Engineering — Dec 2025,2039.19,Recurring,Q4 2025,FY2025
